date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:04	26301/26301	---M--	200	added ('OK')	image/svg+xml	etag:%227920d7c-66bd-53f64b6d14200%22	http://scaledskills.com/public/fonts/flaticon/Flaticon.svg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/flaticon/Flaticon.svg	(from http://scaledskills.com/public/fonts/flaticon/flaticon.css)
15:26:05	4700/4700	---M--	200	added ('OK')	font/ttf	etag:%227920d7d-125c-53f64b6d14200%22	http://scaledskills.com/public/fonts/flaticon/Flaticon.ttf	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/flaticon/Flaticon.ttf	(from http://scaledskills.com/public/fonts/flaticon/flaticon.css)
15:26:06	59388/59388	---M--	200	added ('OK')	font/ttf	etag:%227920d74-e7fc-53f64b6d14200%22	http://scaledskills.com/public/fonts/elegant/fonts/ElegantIcons.ttf	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/elegant/fonts/ElegantIcons.ttf	(from http://scaledskills.com/public/fonts/elegant/style.css)
15:26:06	152796/152796	---M--	200	added ('OK')	font/ttf	etag:%227920d84-254dc-53f64b6efc680%22	http://scaledskills.com/public/fonts/font-awesome-4.6.3/fonts/fontawesome-webfont.ttf?v=4.6.3	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/font-awesome-4.6.3/fonts/fontawesome-webfont5b62.ttf	(from http://scaledskills.com/public/fonts/font-awesome-4.6.3/css/font-awesome.min.css)
15:26:10	35514/35514	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227920da6-8aba-53f64b6efc680%22	http://scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.eot	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.eot	(from http://scaledskills.com/public/fonts/simple/simple-line-icons.css)
15:26:13	179404/179404	---M--	200	added ('OK')	image/svg+xml	etag:%227920da7-2bccc-53f64b6efc680%22	http://scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.svg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.svg	(from http://scaledskills.com/public/fonts/simple/simple-line-icons.css)
15:26:13	35304/35304	---M--	200	added ('OK')	font/ttf	etag:%227920da8-89e8-53f64b6efc680%22	http://scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.ttf	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.ttf	(from http://scaledskills.com/public/fonts/simple/simple-line-icons.css)
15:26:13	35514/35514	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227920da6-8aba-53f64b6efc680%22	http://scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.eot?	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/simple/fonts/Simple-Line-Iconsd41d.eot	(from http://scaledskills.com/public/fonts/simple/simple-line-icons.css)
15:26:14	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:13%20GMT	http://scaledskills.com/public/img/section-1-demo.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/img/section-1-demo.jpg	(from http://scaledskills.com/public/plugins/headers/header.css)
15:26:14	326/326	---M--	200	added ('OK')	text/html	etag:%227920f53-146-53f64b6efc680%22	http://scaledskills.com/public/plugins/slider-pro/images/openhand.cur	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/slider-pro/images/openhand.html	(from http://scaledskills.com/public/plugins/slider-pro/slider-pro.css)
15:26:14	59324/59324	---M--	200	added ('OK')	font/woff	etag:%227920da9-e7bc-53f64b6efc680%22	http://scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.woff	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/fonts/simple/fonts/Simple-Line-Icons.woff	(from http://scaledskills.com/public/fonts/simple/simple-line-icons.css)
15:26:14	326/326	---M--	200	added ('OK')	text/html	etag:%227920f52-146-53f64b6efc680%22	http://scaledskills.com/public/plugins/slider-pro/images/closedhand.cur	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/slider-pro/images/closedhand.html	(from http://scaledskills.com/public/plugins/slider-pro/slider-pro.css)
15:26:14	116/116	---M--	200	added ('OK')	image/png	etag:%227920f41-74-53f64b6efc680%22	http://scaledskills.com/public/plugins/owl-carousel/grabbing.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/owl-carousel/grabbing.png	(from http://scaledskills.com/public/plugins/owl-carousel/owl.theme.css)
15:26:15	1517/1517	---M--	200	added ('OK')	image/gif	etag:%227920f40-5ed-53f64b6efc680%22	http://scaledskills.com/public/plugins/owl-carousel/AjaxLoader.gif	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/owl-carousel/AjaxLoader.gif	(from http://scaledskills.com/public/plugins/owl-carousel/owl.theme.css)
15:26:15	8581/8581	---M--	200	added ('OK')	image/gif	etag:%227920ed3-2185-53f64b6efc680%22	http://scaledskills.com/public/plugins/bxslider/images/bx_loader.gif	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/bxslider/images/bx_loader.gif	(from http://scaledskills.com/public/plugins/bxslider/jquery.bxslider.css)
15:26:15	2806/2806	---M--	200	added ('OK')	image/png	etag:%227920ed4-af6-53f64b6efc680%22	http://scaledskills.com/public/plugins/bxslider/images/controls.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/bxslider/images/controls.png	(from http://scaledskills.com/public/plugins/bxslider/jquery.bxslider.css)
15:26:16	3128/3128	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227920ee4-c38-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons.eot?yg5dv7	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons4a3d.eot	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:16	3128/3128	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227920ee4-c38-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons.eot?	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/fonts/fpiconsd41d.eot	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:17	3040/3040	---M--	200	added ('OK')	font/woff	etag:%227920ee7-be0-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons.woff?yg5dv7	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons4a3d.woff	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:17	2964/2964	---M--	200	added ('OK')	font/ttf	etag:%227920ee6-b94-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons.ttf?yg5dv7	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons4a3d.ttf	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:17	7463/7463	---M--	200	added ('OK')	image/svg+xml	etag:%227920ee5-1d27-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons.svg?yg5dv7	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/fonts/fpicons4a3d.svg	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:17	3843/3843	---M--	200	added ('OK')	image/png	etag:%227920f04-f03-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/img/play_white_rtl.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/img/play_white_rtl.png	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:18	9786/9786	---M--	200	added ('OK')	image/png	etag:%227920f03-263a-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/img/play_white@x2.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/img/play_white@x2.png	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:18	10149/10149	---M--	200	added ('OK')	image/png	etag:%227920f05-27a5-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/img/play_white_rtl@x2.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/img/play_white_rtl@x2.png	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:18	636/636	---M--	200	added ('OK')	image/png	etag:%227920ef0-27c-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/img/flowplayer.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/img/flowplayer.png	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:19	1269/1269	---M--	200	added ('OK')	image/png	etag:%227920ef1-4f5-53f64b6efc680%22	http://scaledskills.com/public/plugins/flowplayer/skin/img/flowplayer@2x.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/plugins/flowplayer/skin/img/flowplayer@2x.png	(from http://scaledskills.com/public/plugins/flowplayer/skin/playful.css)
15:26:19	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:19%20GMT	http://scaledskills.com/public/media/general/texture-1.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/texture-1.png	(from http://scaledskills.com/public/css/theme.css)
15:26:19	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:19%20GMT	http://scaledskills.com/public/media/general/texture-2.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/texture-2.png	(from http://scaledskills.com/public/css/theme.css)
15:26:20	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:19%20GMT	http://scaledskills.com/public/media/general/bg/2.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/bg/2.jpg	(from http://scaledskills.com/public/css/theme.css)
15:26:20	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:20%20GMT	http://scaledskills.com/public/media/general/label-vertical.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/label-vertical.png	(from http://scaledskills.com/public/css/theme.css)
15:26:20	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:20%20GMT	http://scaledskills.com/public/media/components/b-404/bg-1.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/components/b-404/bg-1.png	(from http://scaledskills.com/public/css/theme.css)
15:26:21	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:20%20GMT	http://scaledskills.com/public/media/components/b-advertisement/bg-1.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/components/b-advertisement/bg-1.jpg	(from http://scaledskills.com/public/css/theme.css)
15:26:21	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:21%20GMT	http://scaledskills.com/public/media/general/bg/1.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/bg/1.jpg	(from http://scaledskills.com/public/css/theme.css)
15:26:22	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:21%20GMT	http://scaledskills.com/public/media/general/ui-decor-2.png	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/ui-decor-2.png	(from http://scaledskills.com/public/css/theme.css)
15:26:22	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:22%20GMT	http://scaledskills.com/public/media/general/bg/4.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/bg/4.jpg	(from http://scaledskills.com/public/css/theme.css)
15:26:22	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:22%20GMT	http://scaledskills.com/public/media/general/bg/3.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/general/bg/3.jpg	(from http://scaledskills.com/public/css/theme.css)
15:26:22	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:22%20GMT	http://scaledskills.com/public/media/components/b-title-page/bg-1.jpg	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/media/components/b-title-page/bg-1.jpg	(from http://scaledskills.com/public/css/theme.css)
15:26:23	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:23%20GMT	http://scaledskills.com/public/password/favicon.ico	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/favicon.ico	(from http://scaledskills.com/public/password/reset)
15:26:23	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:23%20GMT	http://scaledskills.com/public/password/home.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/home.html	(from http://scaledskills.com/public/password/reset)
15:26:23	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:23%20GMT	http://scaledskills.com/public/password/services.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/services.html	(from http://scaledskills.com/public/password/reset)
15:26:24	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:24%20GMT	http://scaledskills.com/public/password/about.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/about.html	(from http://scaledskills.com/public/password/reset)
15:26:24	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:24%20GMT	http://scaledskills.com/public/password/blog-main.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/blog-main.html	(from http://scaledskills.com/public/password/reset)
15:26:24	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:24%20GMT	http://scaledskills.com/public/password/contact.html	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/contact.html	(from http://scaledskills.com/public/password/reset)
15:26:25	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:24%20GMT	http://scaledskills.com/public/password/youtube.com	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/youtube.com	(from http://scaledskills.com/public/password/reset)
15:26:25	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:25%20GMT	http://scaledskills.com/public/password/twitter.com	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/twitter.com	(from http://scaledskills.com/public/password/reset)
15:26:26	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:25%20GMT	http://scaledskills.com/public/password/facebook.com	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/facebook.com	(from http://scaledskills.com/public/password/reset)
15:26:26	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:26%20GMT	http://scaledskills.com/public/password/plus.google.com	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/plus.google.com	(from http://scaledskills.com/public/password/reset)
15:26:27	10268/10268	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2009:56:26%20GMT	http://scaledskills.com/public/password/instagram.com	D:/Himanshu/practice/scaledskills/scaledSkillsDesign/scaledskills.com/public/password/instagram.com	(from http://scaledskills.com/public/password/reset)
